wagnum,rem_month,kod_vrab,neis1_kod,neis2_kod,neis3_kod,mod1_kod,mod2_kod,mod3_kod,mod4_kod,mod5_kod,mod6_kod,mod7_kod,road_id_send,gr_probeg,por_probeg,st_id_send
2315,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,87136,24382,9965
2315,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,87136,24382,9965
4876,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,31,,,22
4876,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,31,77574,35717,22
2334,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,11,89089,26180,3178
2334,2022-08-01,3,33,98,54,7,4,2,0,0,0,0,16,87653,25605,4101
2334,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,16,87653,25605,4101
991,2022-08-01,3,36,98,54,7,4,2,0,0,0,0,38,99932,24226,10170
991,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,99932,24244,10150
9200,2022-08-01,2,97,98,54,7,4,2,0,0,0,0,8,30762,12302,1486
885,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,42,,,11619
885,2022-08-01,3,112,95,54,7,4,2,0,0,0,0,42,,,11661
1844,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,42,90464,28538,11413
1844,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,42,90464,28538,11305
1860,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,78268,30486,1127
1860,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,3,78268,30411,1190
1867,2022-08-01,3,14,98,54,7,4,2,0,0,0,0,16,87453,31203,4147
1867,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,16,87453,31276,4169
27726,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,16,89814,52040,4247
27726,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,16,89814,52040,4169
1950,2022-08-01,3,0,98,54,4,4,2,0,0,0,0,11,105711,36439,2116
1950,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,11,105711,36351,12584
29255,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,11,86519,43179,12595
29255,2022-08-01,3,14,98,54,7,4,2,0,0,0,0,11,86519,43179,3099
6844,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,25,65412,35582,5295
6844,2022-08-01,2,94,98,54,7,4,2,0,0,0,0,25,65412,35582,5524
8535,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,37,96480,27320,9546
8535,2022-08-01,3,37,98,54,7,4,2,0,0,0,0,37,96480,27320,9546
5453,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,3,42486,22220,1221
5453,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,42486,22220,12564
6332,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,30,60394,17575,7760
5891,2022-08-01,3,0,98,54,2,4,2,0,0,0,0,42,85309,34177,11127
5891,2022-08-01,3,2,24,52,7,4,2,0,0,0,0,42,85309,34177,11127
6122,2022-08-01,3,2,62,52,7,4,2,0,0,0,0,42,68594,44379,11413
6122,2022-08-01,3,0,98,54,2,4,2,0,0,0,0,42,68594,44379,11305
6219,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,43,67166,30923,11833
6219,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,43,67166,30923,11833
6701,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,86640,44055,10150
6701,2022-08-01,3,37,98,54,7,4,2,0,0,0,0,38,86640,44030,10177
8338,2022-08-01,3,6,36,51,7,4,2,0,0,0,0,28,64224,18160,5965
8338,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,28,64224,18189,5960
14534,2022-08-01,3,77,98,54,7,4,2,0,0,0,0,37,9875,7726,12648
14534,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,37,9875,7726,12648
16654,2022-08-01,3,6,24,51,7,4,2,0,0,0,0,42,69329,17701,11157
16654,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,42,69329,18096,11127
30438,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,38,101952,59862,10364
25125,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,3,90812,31926,23
25125,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,3,90812,31926,385
9809,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,44,92205,29669,11191
9809,2022-08-01,3,19,95,54,7,4,2,0,0,0,0,44,91759,29669,11191
21352,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,38,100450,49463,12651
21352,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,38,100450,49601,10391
16927,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,15,35245,13507,3376
16927,2022-08-01,3,0,98,54,5,4,2,0,0,0,0,15,35245,13519,12597
24012,2022-08-01,3,0,98,54,4,4,2,0,0,0,0,11,92435,50837,1862
24012,2022-08-01,3,36,98,54,7,4,2,0,0,0,0,11,92435,50837,1862
18209,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,11,73298,39074,2115
18209,2022-08-01,3,0,98,54,4,4,2,0,0,0,0,11,73298,39074,2116
27965,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,16,98680,53566,4247
27965,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,16,98680,53566,4169
25952,2022-08-01,3,20,96,54,7,4,2,0,0,0,0,43,108541,45442,11775
25952,2022-08-01,3,0,98,54,2,4,2,0,0,0,0,43,109051,45442,11775
14297,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,28,87480,42427,6321
14297,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,28,87480,42427,6321
18337,2022-08-01,3,6,71,51,7,4,2,0,0,0,0,42,46397,18435,11413
18337,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,42,46397,18435,11305
32102,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,33310,15083,10016
32102,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,33310,15083,10016
24229,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,3,78609,39194,385
24229,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,78609,39194,23
24284,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,11,89487,46700,2252
24284,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,11,89487,46700,12595
24350,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,101808,48297,10487
24350,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,38,101808,48551,10522
24403,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,29,84059,55346,6642
24403,2022-08-01,2,36,98,54,7,4,2,0,0,0,0,29,84059,55346,6642
13117,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,28,89209,36116,6151
13117,2022-08-01,2,102,98,54,7,4,2,0,0,0,0,28,89209,36112,6152
28600,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,3,94740,52082,385
28600,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,3,94740,52082,385
32846,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,28,20302,3477,6151
32846,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,28,20302,3473,6152
32937,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,74387,40322,9737
32937,2022-08-01,3,36,98,54,7,4,2,0,0,0,0,38,74387,40322,9737
6447,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,3,78714,37641,848
6447,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,78714,37641,848
9097,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,33607,9868,23
9097,2022-08-01,3,14,98,54,7,4,2,0,0,0,0,3,33607,9868,80
10089,2022-08-01,2,33,98,54,7,4,2,0,0,0,0,11,98633,40077,3199
10089,2022-08-01,2,0,98,54,2,4,2,0,0,0,0,11,98633,40103,2199
11149,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,16,53918,30363,4247
11149,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,16,53918,30363,4169
11575,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,16,54631,37858,4169
11575,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,16,54631,37858,4247
11588,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,28,50831,32039,4789
11588,2022-08-01,2,121,98,54,7,4,2,0,0,0,0,28,50831,32039,4789
10909,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,38,99604,45700,10343
10909,2022-08-01,2,101,98,54,7,4,2,0,0,0,0,38,99604,45700,10343
13889,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,48031,17876,9737
13889,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,48031,18018,9737
18238,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,36,81640,54181,8371
18238,2022-08-01,3,33,98,54,7,4,2,0,0,0,0,36,81640,54181,8371
18253,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,51178,28990,10363
6384,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,38,68689,29681,9965
6384,2022-08-01,3,33,95,54,7,4,2,0,0,0,0,38,68689,29681,9965
9171,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,56847,37265,848
9171,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,3,56847,37265,848
14638,2022-08-01,2,88,98,54,7,4,2,0,0,0,0,38,50341,24366,10016
14638,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,38,50341,24366,10016
14638,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,43,50341,19912,11912
14638,2022-08-01,3,125,98,54,7,4,2,0,0,0,0,43,50341,19847,11997
9297,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,42,101830,41656,11464
9297,2022-08-01,3,33,84,51,7,4,2,0,0,0,0,42,101830,41656,11464
12220,2022-08-01,3,69,96,15,7,4,2,0,0,0,0,16,108470,45286,4519
12220,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,16,108470,45286,4519
10427,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,46120,26160,10016
10427,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,46120,26160,10016
10456,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,29,49203,21827,6996
10456,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,29,49203,21827,6996
13366,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,29,62588,28196,6996
13366,2022-08-01,2,88,98,54,7,4,2,0,0,0,0,29,62588,28196,6996
14738,2022-08-01,3,6,5,51,7,4,2,0,0,0,0,3,38469,18732,162
14738,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,3,38469,18732,162
16031,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,42,24029,18936,11305
16031,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,42,24029,18936,11448
11296,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,29,82285,54655,6996
11296,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,29,82285,54655,6996
14772,2022-08-01,3,19,95,54,7,4,2,0,0,0,0,36,99184,40454,8769
9420,2022-08-01,3,112,95,54,7,4,2,0,0,0,0,40,56463,28238,10737
9420,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,40,56463,28238,10737
12655,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,28,61051,26303,6526
12655,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,28,61051,26303,6526
10776,2022-08-01,2,88,98,54,7,4,2,0,0,0,0,3,48877,25451,385
10776,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,3,48877,25451,385
10790,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,38,37814,19494,9737
10790,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,38,37814,19494,9737
13710,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,11,34132,10967,2535
13710,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,11,34132,10967,2657
17357,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,28,96981,49750,6152
17357,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,28,96981,49754,6151
13048,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,67640,33842,10522
13048,2022-08-01,3,125,98,54,7,4,2,0,0,0,0,38,67640,33842,10441
13048,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,38,67640,33842,10522
13048,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,67640,33803,10487
13079,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,28,43459,23371,4789
13079,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,28,43459,23371,4789
13103,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,28,80128,30762,6151
13103,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,28,80128,30758,6152
15346,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,36,66337,38881,8371
7859,2022-08-01,3,2,84,51,7,4,2,0,0,0,0,42,71922,49106,11413
7859,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,42,71922,49106,11305
10155,2022-08-01,3,19,96,54,7,4,2,0,0,0,0,38,99825,51260,9965
10155,2022-08-01,3,0,98,54,2,4,2,0,0,0,0,38,100025,51260,9965
10239,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,3,20802,6434,385
10239,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,3,20802,6434,23
14829,2022-08-01,2,32,98,54,7,4,2,0,0,0,0,28,37018,16939,6152
14829,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,28,37018,16943,6151
10968,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,38,67652,35453,10522
10968,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,67652,35453,10522
10968,2022-08-01,3,125,98,54,7,4,2,0,0,0,0,38,67652,35453,10522
10968,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,67652,35192,10488
11212,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,16,93730,41431,4247
11212,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,3,92612,39524,23
11212,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,16,93730,41431,4169
11212,2022-08-01,2,101,98,54,7,4,2,0,0,0,0,3,92612,39524,385
11002,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,16,47571,24570,4169
11002,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,16,47571,24570,4247
15693,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,28,98946,49457,6151
15693,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,28,98946,49453,6152
15726,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,61993,25067,10380
15726,2022-08-01,3,14,98,54,7,4,2,0,0,0,0,38,61993,25034,10348
15927,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,3,72675,53802,848
15927,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,72675,53802,848
17832,2022-08-01,3,2,71,52,7,4,2,0,0,0,0,42,31737,10051,11413
17832,2022-08-01,3,0,98,54,2,4,2,0,0,0,0,42,31737,10051,11305
12048,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,43474,16400,392
12048,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,3,43474,16400,392
19593,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,28,20321,2009,6321
19593,2022-08-01,3,37,7,54,7,4,2,0,0,0,0,28,20321,2009,6321
9772,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,6528,4932,10150
9772,2022-08-01,3,97,98,54,7,4,2,0,0,0,0,38,6528,4932,10150
9837,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,58650,9494,10522
9837,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,58650,9407,10546
7537,2022-08-01,3,94,95,54,7,4,2,0,0,0,0,44,105330,38239,12212
7537,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,44,105330,38239,12212
7537,2022-08-01,2,94,98,54,7,4,2,0,0,0,0,44,105330,38239,12212
7537,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,44,105330,38239,12212
14319,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,75269,34922,23
14319,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,3,75269,34922,23
14319,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,3,75269,34922,385
14319,2022-08-01,2,101,98,54,7,4,2,0,0,0,0,3,75269,34922,385
12733,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,28,67750,24515,6151
12733,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,28,67750,24511,6152
11745,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,52551,26601,10016
11745,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,52551,26601,10016
18008,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,30,106607,41088,12627
18008,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,30,106607,40816,12627
18378,2022-08-01,3,0,98,54,4,4,2,0,0,0,0,11,53430,19223,2210
18378,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,11,53430,19223,2210
8682,2022-08-01,3,0,98,54,4,4,2,0,0,0,0,11,89648,29528,2199
12088,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,28,56067,32299,6151
12088,2022-08-01,2,33,98,54,7,4,2,0,0,0,0,28,56067,32295,6152
11041,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,66053,13258,10016
11041,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,66053,13258,10016
11054,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,3,40433,22086,385
11054,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,3,40433,22086,23
18055,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,19644,11000,10016
18055,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,19644,11000,10016
19359,2022-08-01,2,75,98,54,7,4,2,0,0,0,0,31,20035,5666,22
19359,2022-08-01,2,75,98,54,7,4,2,0,0,0,0,31,,,22
19359,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,31,20035,5666,22
19383,2022-08-01,3,2,78,54,7,4,2,0,0,0,0,8,56866,20781,1463
19383,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,8,56866,20781,1486
19383,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,8,56866,20781,1486
19383,2022-08-01,2,97,98,54,7,4,2,0,0,0,0,8,56866,20781,1463
19384,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,30,52357,12773,12627
19384,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,30,52357,12773,12627
19759,2022-08-01,3,50,96,54,7,4,2,0,0,0,0,11,65899,23413,13003
19759,2022-08-01,3,0,98,54,4,4,2,0,0,0,0,11,65899,23499,2665
19779,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,3,46452,8366,80
19779,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,46452,8366,23
19800,2022-08-01,3,26,95,54,7,4,2,0,0,0,0,3,66694,29910,392
19800,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,3,66694,29910,392
16063,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,37,39205,16674,12649
16063,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,37,39205,16674,12649
16088,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,25,100386,48497,5295
16088,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,25,100386,48497,5208
10665,2022-08-01,2,101,98,54,7,4,2,0,0,0,0,38,28623,23198,10343
10665,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,38,28623,23198,10343
10674,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,29,32283,15616,6996
10674,2022-08-01,2,88,98,54,7,4,2,0,0,0,0,29,32283,15616,6996
8857,2022-08-01,2,38,98,54,7,4,2,0,0,0,0,37,77471,15363,9211
8857,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,37,77471,15363,9211
8864,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,28,90376,38819,5937
8864,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,28,90376,38819,5937
11505,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,38,71621,41788,9737
11505,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,38,71621,41788,9737
11509,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,16,12131,2539,4169
11509,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,16,12131,2539,4247
16481,2022-08-01,2,94,98,54,7,4,2,0,0,0,0,43,98662,42596,11915
16481,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,43,98662,42596,11912
8966,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,31,,,22
8966,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,31,76986,24153,22
8966,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,31,76986,24153,22
14098,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,3,98206,50758,385
14098,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,98206,50758,23
12891,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,3,101219,39275,594
12891,2022-08-01,2,102,98,54,7,4,2,0,0,0,0,3,101219,39275,594
21346,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,38,78858,46522,10324
21346,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,38,78858,46576,10307
24353,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,25,105933,40017,12620
24353,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,25,105933,40017,12620
19942,2022-08-01,3,66,62,51,7,4,2,0,0,0,0,11,28483,4463,2858
19942,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,11,28483,4655,12591
19959,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,16,65769,44312,4169
19959,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,16,65769,44312,4247
24206,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,96413,36923,155
24206,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,3,96413,36923,155
24367,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,85671,48386,9737
24367,2022-08-01,3,36,98,54,7,4,2,0,0,0,0,38,85671,48386,9737
23966,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,28,104540,53010,6151
23966,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,28,104540,53006,6152
23993,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,42,99205,46952,11619
23993,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,42,98709,46952,11619
22582,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,40,14780,4329,10951
22582,2022-08-01,2,88,98,54,7,4,2,0,0,0,0,40,14780,4329,11040
20034,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,38,23488,11512,9737
20034,2022-08-01,3,125,98,54,7,4,2,0,0,0,0,38,23488,11512,9737
20034,2022-08-01,3,36,98,54,7,4,2,0,0,0,0,38,23488,11512,9737
20034,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,23488,11512,9737
21772,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,16,92292,34135,4169
21772,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,3,94171,35280,385
21772,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,16,92292,34135,4247
21772,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,94171,35280,23
21614,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,38,25565,9781,10389
21614,2022-08-01,2,101,98,54,7,4,2,0,0,0,0,38,25565,9781,10389
23692,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,3,84291,52404,23
23692,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,3,84291,52404,385
21224,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,28,86859,43399,6151
21224,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,28,86859,43395,6152
24144,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,85946,43749,10016
24144,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,38,85946,43749,10016
24837,2022-08-01,3,36,98,54,7,4,2,0,0,0,0,38,82999,52090,9737
24837,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,82999,52090,9737
20229,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,3,66118,34691,385
20229,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,3,66118,34691,385
20236,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,38,37791,20591,9737
20236,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,38,38046,21636,9965
20236,2022-08-01,3,19,95,54,7,4,2,0,0,0,0,38,37791,21636,9983
22366,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,38,58966,28406,9753
22366,2022-08-01,3,14,98,54,7,4,2,0,0,0,0,38,58966,28406,9753
21149,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,3,96795,29638,23
21149,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,3,96795,29638,385
20737,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,40,93169,34552,10829
20737,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,40,93169,34552,10829
21017,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,3,106063,44505,392
21017,2022-08-01,3,19,95,54,7,4,2,0,0,0,0,3,106063,44489,430
20818,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,25763,15932,420
20818,2022-08-01,3,5,98,54,7,4,2,0,0,0,0,3,25763,15872,430
20821,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,28,6649,6058,4789
20821,2022-08-01,2,88,98,54,7,4,2,0,0,0,0,28,6649,6058,4789
25115,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,16,99892,51787,4247
25115,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,3,98645,49887,23
25115,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,16,99892,51787,4169
25115,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,3,98645,49887,385
20284,2022-08-01,3,0,98,54,2,4,2,0,0,0,0,38,89944,40016,10273
20284,2022-08-01,3,33,96,54,7,4,2,0,0,0,0,38,89944,40016,10273
20841,2022-08-01,3,0,98,54,7,4,2,0,0,0,0,3,59153,44393,23
20841,2022-08-01,3,2,98,54,7,4,2,0,0,0,0,3,59153,44393,385
20848,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,38,24496,18735,10380
20848,2022-08-01,2,88,98,54,7,4,2,0,0,0,0,38,24496,18735,10391
24809,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,3,85028,52291,385
24809,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,3,85028,52291,23
20892,2022-08-01,3,0,98,54,1,4,2,0,0,0,0,28,78816,47793,6526
20892,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,28,78816,47793,6526
24709,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,36,70769,52680,8371
24709,2022-08-01,2,88,98,54,7,4,2,0,0,0,0,38,70769,53720,9737
24709,2022-08-01,3,33,98,54,7,4,2,0,0,0,0,36,70769,52680,8371
25330,2022-08-01,5,0,98,54,7,4,2,0,0,0,0,3,108197,46100,392
25330,2022-08-01,3,6,98,54,7,4,2,0,0,0,0,3,108197,46100,392
21140,2022-08-01,2,120,98,54,7,4,2,0,0,0,0,40,103481,49799,10846
21140,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,40,103481,49799,10847
20407,2022-08-01,2,95,98,54,7,4,2,0,0,0,0,16,76991,45697,4247
20407,2022-08-01,2,0,98,54,7,4,2,0,0,0,0,16,76991,45697,4169
21387,2022-08-01,3,19,95,54,7,4,2,0,0,0,0,42,58958,33835,11305
