wagnum,rem_month,rod_id,model,st_id_send,st_id_rem,distance
21279,1672617600,1,12-1303-01,6152,6279,41
13095,1672531200,1,12-132-03,4421,4387,14
28306,1672531200,1,12-132,12380,11619,48
28031,1672531200,1,12-132-03,10111,12651,639
13900,1672531200,1,12-132,12380,12023,44
22080,1672531200,1,12-132,12380,10364,71
21240,1672531200,1,12-1303-01,4789,4790,73
13244,1672531200,1,12-132-03,10016,9965,234
10537,1672531200,1,12-132-03,4421,4387,2
23719,1672531200,1,12-1704-04,9048,9196,195
10761,1672531200,1,12-132,12387,10273,33
24596,1672531200,0,11-1807-01,12042,11891,1421
27715,1672531200,1,12-132,12393,11891,51
6317,1672531200,0,11-1807-01,4114,4391,642
4194,1672531200,0,11-9962,12648,12649,285
27272,1672531200,0,11-7038,8908,8693,144
23670,1672531200,1,12-132,6152,6168,167
29876,1672531200,1,12-132,6152,6168,196
25260,1672531200,1,12-296-01,12202,11970,14
27676,1672531200,1,12-132,12393,10364,490
7297,1672531200,0,11-286,12648,12649,362
1140,1672531200,0,11-1807-01,12648,12649,297
20999,1672531200,1,12-9788-01,8769,8371,507
21697,1672531200,1,12-132,10829,10364,374
27271,1672531200,0,11-7038,12648,12649,331
4221,1672531200,0,11-2135-01,12648,12649,288
25347,1672531200,1,12-132-03,9019,12649,350
10037,1672531200,1,12-132,4421,12595,5926
6507,1672531200,0,11-280,12322,10364,43
16527,1672531200,0,11-270,12845,12845,43
9269,1672531200,0,11-286,5230,12606,53
28930,1672531200,1,12-4102,9448,9448,833
27323,1672531200,0,11-1807-01,12382,10364,226
4388,1672531200,0,11-9962,12648,12649,322
21318,1672531200,1,12-783,6152,6168,177
24888,1672531200,1,12-132,4421,4391,30
844,1672531200,0,11-7038,498,392,36
23044,1672531200,1,12-132,10016,12650,439
22537,1672531200,1,12-1303-01,4421,4391,50
18723,1672444800,0,11-280,11415,11336,527
24053,1672444800,1,12-296-01,3662,3457,759
17945,1672444800,0,11-1807-01,11622,11336,994
23448,1672444800,1,12-132,12393,11305,34
23700,1672444800,1,12-1704-04,12387,12267,1
22703,1672444800,1,12-132,12393,11305,28
26133,1672444800,1,12-132-03,8595,12649,429
19762,1672444800,0,11-286,498,392,81
29506,1672444800,1,12-132,10950,10364,900
24006,1672444800,1,12-132,12941,12620,3
24969,1672444800,1,12-1303-01,4013,3940,105
22552,1672444800,1,12-1303-01,12380,10364,45
7216,1672444800,0,11-286,9965,12650,303
21815,1672444800,1,12-132,6995,6876,274
5999,1672444800,0,11-276,9965,12650,327
27956,1672444800,1,12-132,4421,4421,49
5130,1672444800,0,11-9962,12228,10364,5162
32344,1672444800,1,12-132,5353,12606,1369
27767,1672444800,1,12-9766,13223,12645,1019
24694,1672444800,1,12-9780,12202,12200,92
29545,1672444800,1,12-132,4420,12597,756
28083,1672444800,1,12-132-03,534,1414,87
24554,1672444800,1,12-132,12380,10364,521
4983,1672444800,0,11-2135-01,11211,11891,1169
6504,1672444800,0,11-280,10829,10737,384
21227,1672444800,1,12-1303-01,12380,10364,95
26355,1672444800,1,12-132,8769,8371,561
24159,1672444800,1,12-132,4789,4789,65
5772,1672444800,0,11-276,11004,10737,427
27165,1672444800,1,12-132,12387,10364,67
22877,1672444800,1,12-132,4421,4387,11
8178,1672444800,0,11-286,5555,5555,406
14954,1672444800,1,12-132,4421,4391,42
27782,1672444800,1,12-132,9002,12645,1692
13173,1672444800,1,12-132-03,4421,4387,14
28102,1672358400,1,12-132-03,6152,6279,68
20507,1672358400,1,12-132-03,6152,6279,74
10754,1672358400,1,12-132,4421,4387,21
29685,1672358400,1,12-132,2734,2661,103
28759,1672358400,1,12-9788-01,6152,6279,69
28425,1672358400,1,12-132,8371,8320,273
24140,1672358400,1,12-132,8769,9196,614
25864,1672358400,1,12-132-03,4421,4387,70
27795,1672358400,1,12-132,6152,6279,54
20095,1672358400,1,12-783,6152,6279,98
27216,1672358400,1,12-132,8146,8320,158
21032,1672358400,1,12-9788-01,6152,6279,68
28038,1672358400,1,12-132-03,6152,5870,246
28653,1672358400,1,12-132,6152,6279,104
22206,1672358400,1,12-132,4421,4391,94
27603,1672358400,1,12-132,12387,10364,51
26963,1672358400,1,12-132,9973,12651,364
29845,1672358400,1,12-132,4789,4789,88
29601,1672358400,1,12-132,12327,11305,51
21602,1672358400,1,12-132,216,211,64
11346,1672358400,1,12-1704-04,6888,7039,254
26346,1672358400,1,12-132,12327,11305,30
33910,1672358400,1,12-1303-01,4421,4391,37
24695,1672358400,1,12-9780,4421,4391,56
25772,1672358400,1,12-132-03,4420,4391,154
28826,1672358400,1,12-1303-01,12202,11305,53
23849,1672358400,1,12-1704-04,12393,10364,56
21176,1672358400,1,12-132,12023,10150,4431
29456,1672358400,1,12-132,8371,8320,236
20561,1672358400,1,12-132,12387,12386,12
20906,1672358400,1,12-9788-01,786,392,35
19042,1672358400,0,11-280,16008,10737,18
24606,1672358400,0,11-1807-01,528,392,98
24369,1672358400,1,12-132,6669,7039,701
15427,1672358400,1,12-132,10074,12651,508
9514,1672358400,0,11-286,5581,5581,17
9206,1672358400,0,11-286,5736,6794,1547
28380,1672358400,1,12-600-05,162,162,202
11879,1672358400,1,12-600-05,8595,8371,237
29971,1672358400,1,12-132,4421,12604,9
23741,1672358400,1,12-132,12586,12586,76
4464,1672358400,0,11-2135-01,12648,12648,358
25421,1672358400,1,12-132,477,477,29
25480,1672358400,1,12-132-03,8769,12649,553
28546,1672358400,1,12-132,8769,12649,616
27724,1672358400,1,12-9766,9448,12649,869
27516,1672272000,1,12-9780,447,392,76
24075,1672272000,1,12-296-01,4421,392,0
26107,1672272000,1,12-132-03,4420,12597,733
28946,1672272000,1,12-4102,4421,392,83
26573,1672272000,1,12-783,529,392,58
27040,1672272000,1,12-132-03,529,392,42
21542,1672272000,1,12-783,6152,6279,118
14670,1672272000,1,12-132,430,392,31
28526,1672272000,1,12-132,8769,8320,793
4227,1672272000,0,11-2135-01,5230,5229,33
25042,1672272000,1,12-132,4420,12597,761
28104,1672272000,1,12-132-03,4421,4421,86
21978,1672272000,1,12-132,10177,10364,470
6966,1672272000,0,11-280,8769,10364,137
28485,1672272000,1,12-132,12387,11915,69
27818,1672272000,1,12-9766,10016,10364,177
9418,1672272000,0,11-286,12437,11305,5828
30491,1672272000,1,12-7023-02,12393,11305,74
26827,1672272000,1,12-132,9749,10364,1043
14247,1672272000,1,12-132,10016,10150,305
28693,1672272000,1,12-9788-01,6152,6279,35
20429,1672272000,1,12-132-03,6152,6279,122
19309,1672272000,0,11-286,12402,11305,28
24759,1672272000,1,12-132,6152,5960,379
28923,1672272000,1,12-4102,6152,6279,43
14256,1672272000,1,12-132,385,385,22
21881,1672272000,1,12-132,6152,5960,391
5343,1672272000,0,11-276,1871,2082,269
21294,1672272000,1,12-9780,3589,3457,466
224,1672272000,0,11-280,848,848,75
28096,1672272000,1,12-132-03,4421,4391,156
21732,1672272000,1,12-132,4421,4391,207
27816,1672272000,1,12-9766,4420,4391,195
27274,1672272000,0,11-7038,4393,4387,69
18250,1672272000,1,12-132,4420,4519,435
8505,1672272000,0,11-286,3562,3457,389
29964,1672272000,1,12-132,10111,12651,617
4386,1672272000,0,11-9962,11210,11891,1138
28687,1672272000,1,12-9788-01,4789,6168,275
24019,1672272000,1,12-1704-04,6151,6151,114
26178,1672272000,1,12-132-03,10016,12651,242
28754,1672272000,1,12-9788-01,12202,12651,47
8842,1672272000,0,11-286,392,392,87
24812,1672272000,1,12-132,216,80,73
17441,1672272000,1,12-132,10016,12651,250
28439,1672272000,1,12-132,6152,6279,84
27035,1672272000,1,12-132-03,8769,10150,1670
26303,1672272000,1,12-132,4261,4387,748
27839,1672272000,1,12-132,6152,6279,107
27364,1672272000,1,12-132,486,594,6
29575,1672272000,1,12-132,4420,4519,380
29485,1672272000,1,12-132,4420,4519,370
20969,1672272000,1,12-9788-01,4640,4101,62
28143,1672272000,1,12-132-03,4421,4391,2902
26054,1672272000,1,12-132-03,8986,9737,2534
27120,1672272000,1,12-132-03,8986,9737,2520
26505,1672272000,1,12-9085,4420,4101,73
26668,1672272000,1,12-132,216,594,12
21728,1672185600,1,12-132,4421,4391,2919
26608,1672185600,1,12-132,216,211,97
26506,1672185600,1,12-9085,6152,4790,342
948,1672185600,0,11-1807-01,8127,8320,238
26174,1672185600,1,12-132-03,4789,4789,91
21307,1672185600,1,12-9780,6152,4790,326
25876,1672185600,1,12-132-03,498,392,64
24338,1672185600,1,12-132,498,392,35
26258,1672185600,1,12-600-05,8585,8320,393
29269,1672185600,0,11-1807-01,5853,12627,604
23281,1672185600,1,12-132,10380,10364,95
27051,1672185600,1,12-132-03,4420,12597,720
27711,1672185600,1,12-600-08,8146,8320,146
21310,1672185600,1,12-783,6152,5870,304
27928,1672185600,1,12-600-08,4421,4387,12
28062,1672185600,1,12-132-03,4421,12597,78
26911,1672185600,1,12-132,4421,4387,76
29476,1672185600,1,12-132,498,392,30
31699,1672185600,1,12-132,4421,4387,91
24814,1672185600,1,12-132,4421,4519,78
8426,1672185600,0,11-286,3661,4025,168
27370,1672185600,1,12-132,12387,10364,6079
33842,1672185600,1,12-196-02,10380,10364,106
27983,1672185600,1,12-132-03,10380,10364,121
25118,1672185600,1,12-1303-01,10568,10364,634
28367,1672185600,1,12-132,8371,8320,234
25402,1672185600,1,12-132,3748,12597,249
27539,1672185600,1,12-132,8585,8320,469
14214,1672185600,1,12-132,498,392,19
27334,1672185600,1,12-132,5230,5229,32
15358,1672185600,1,12-132,8585,8371,189
18921,1672185600,0,11-280,498,392,77
25417,1672185600,1,12-132,6152,5870,291
24787,1672185600,1,12-132,477,392,1
21474,1672185600,1,12-132,4261,4387,734
26983,1672185600,1,12-132,12597,12645,12
10373,1672185600,1,12-132-03,6152,5870,246
4800,1672185600,0,11-9962,411,392,13
10654,1672185600,1,12-132,6152,5870,307
4139,1672185600,0,11-2135-01,12648,12648,270
28591,1672185600,1,12-132,6152,6279,81
23752,1672185600,1,12-132,4247,4247,100
22227,1672185600,1,12-132,12873,594,30
6460,1672185600,0,11-276,12612,5870,1273
15302,1672185600,1,12-132,12873,12871,61
28799,1672185600,1,12-9788-01,4421,12595,29
24421,1672185600,1,12-1704-04,4420,12603,358
4291,1672185600,0,11-2135-01,10829,11066,696
29896,1672099200,1,12-132,4420,12603,428
15961,1672099200,0,11-280,4264,4391,663
9510,1672099200,0,11-286,11412,11336,540
4122,1672099200,0,11-2135-01,12086,11336,4033
28026,1672099200,1,12-132-03,8595,12645,259
22759,1672099200,1,12-132,4421,4391,2308
4235,1672099200,0,11-2135-01,12492,12492,2681
21770,1672099200,1,12-132,11528,11464,1739
24572,1672099200,0,11-1807-01,12382,12012,58
11986,1672099200,1,12-132-03,4420,4101,97
25034,1672099200,1,12-132,4421,4387,34
29309,1672099200,1,12-132,12387,10364,158
23469,1672099200,1,12-132,7698,7698,1333
15122,1672099200,1,12-132,12873,12871,76
26671,1672099200,1,12-132,9111,12649,277
26690,1672099200,1,12-132,4421,4391,228
4292,1672099200,0,11-2135-01,12648,12649,347
16094,1672099200,0,11-280,5840,12606,526
29111,1672099200,1,12-4102,8921,12649,1873
5919,1672099200,0,11-276,3815,3735,133
25081,1672099200,1,12-132,12873,594,49
8166,1672099200,0,11-286,498,392,96
30416,1672099200,1,12-132,4421,12595,5404
20908,1672099200,1,12-9788-01,4420,12595,793
996,1672099200,0,11-1807-01,599,392,12
29361,1672099200,1,12-132,6152,6168,175
28559,1672099200,1,12-132,4421,4387,87
26715,1672099200,1,12-132,6152,6168,147
11100,1672099200,1,12-600-02,4421,4387,70
26414,1672099200,1,12-296-01,4420,4387,204
26637,1672099200,1,12-132,4420,4387,209
14693,1672099200,1,12-132,4421,4387,75
16011,1672099200,0,11-280,16008,11066,37
25611,1672099200,1,12-132-03,12380,11364,24
21984,1672099200,1,12-132,385,594,57
6787,1672099200,0,11-280,4420,4391,130
28179,1672099200,1,12-132-03,4421,12597,62
24544,1672099200,1,12-132,155,594,16
27729,1672099200,1,12-9766,4420,4391,160
24709,1672099200,1,12-9780,4790,4790,338
8771,1672099200,0,11-286,8976,10273,36
26423,1672099200,1,12-296-01,4789,4789,9
22791,1672099200,1,12-132,6152,6279,31
28706,1672099200,1,12-9788-01,6152,6279,83
28267,1672099200,1,12-132,8769,8371,569
24433,1672099200,1,12-1704-04,5275,6168,1154
23877,1672099200,1,12-132,4420,12603,354
18001,1672099200,0,11-276,6629,12647,87
29176,1672099200,1,12-955,12414,11915,92
8164,1672099200,0,11-286,11626,10364,2309
10882,1672099200,1,12-132,8921,12649,1959
25442,1672099200,1,12-132-03,4421,12595,66
12851,1672099200,1,12-132-03,4421,12597,71
31433,1672099200,1,12-132,12873,1414,81
10330,1672099200,1,12-132-03,12393,11305,43
6998,1672099200,0,11-280,12402,11305,77
26654,1672099200,1,12-132,8769,12649,546
25429,1672099200,1,12-132-03,6152,6279,102
14268,1672099200,1,12-132,498,392,94
30675,1672099200,1,12-7023-02,12393,10364,6097
23785,1672099200,1,12-132,12387,10364,6049
19340,1672099200,0,11-286,7523,12647,953
26007,1672099200,1,12-132-03,4421,12604,26
24005,1672099200,1,12-132,498,392,30
24974,1672099200,1,12-1303-01,6152,6168,158
28145,1672099200,1,12-132-03,6152,6279,56
15220,1672012800,1,12-132,4711,6168,422
5942,1672012800,0,11-276,3327,3327,433
29833,1672012800,1,12-132,498,392,62
18247,1672012800,1,12-132,9048,9196,266
24439,1672012800,1,12-1704-04,12202,10364,6050
26596,1672012800,1,12-132,4420,4387,184
5526,1672012800,0,11-276,8976,12649,1247
27875,1672012800,1,12-132,12393,10364,937
27531,1672012800,1,12-132,430,594,99
4747,1672012800,0,11-2135-01,10829,10737,411
5608,1672012800,0,11-276,6769,12647,73
20082,1672012800,1,12-783,10016,10364,216
11012,1672012800,1,12-132,12871,392,22
4091,1672012800,0,11-2135-01,12648,12649,367
33051,1672012800,1,12-132,430,594,39
4041,1672012800,0,11-9962,10829,10737,364
30872,1672012800,1,12-132,10016,10364,223
20569,1672012800,1,12-132,10016,10364,245
6973,1672012800,0,11-280,12990,11891,1295
29131,1672012800,1,12-955,6152,4790,341
28375,1672012800,1,12-132,2115,12594,53
26095,1672012800,1,12-132-03,12437,10364,5884
4148,1672012800,0,11-2135-01,12648,12648,279
27132,1672012800,1,12-132,4421,8371,65
28600,1672012800,1,12-132,6152,6279,78
15229,1672012800,1,12-132,9973,10364,295
24088,1672012800,1,12-9085,6152,4789,391
22012,1672012800,1,12-132,5225,5722,867
24452,1672012800,1,12-132,12387,10364,145
28054,1672012800,1,12-132-03,8585,10150,1956
28148,1672012800,1,12-132-03,4421,12597,51
29068,1672012800,1,12-295,6152,4789,373
25985,1672012800,1,12-132-03,4247,4247,26
11978,1672012800,1,12-132-03,8769,10150,1677
13814,1672012800,1,12-132,498,392,19
11166,1672012800,1,12-132,6152,4789,363
28838,1672012800,1,12-1303-01,12387,10364,6058
22506,1672012800,1,12-1303-01,430,392,53
6709,1672012800,0,11-280,10177,10364,426
30514,1672012800,1,12-7023-02,9726,12651,1057
14391,1672012800,1,12-132,12202,10364,136
11271,1672012800,1,12-1704-04,498,392,87
27278,1672012800,0,11-7038,5840,5870,466
27888,1672012800,1,12-783,8769,8769,752
7767,1672012800,0,11-286,12322,11891,25
1884,1672012800,0,11-2135-01,2125,2125,100
27211,1672012800,1,12-132,4254,4101,49
32338,1672012800,1,12-132,4420,4101,486
29015,1672012800,1,12-132,11412,10273,1419
23796,1672012800,1,12-132,498,392,86
21607,1672012800,1,12-132,6152,6152,231
26059,1672012800,1,12-132-03,493,392,71
24488,1672012800,1,12-132,4261,4101,51
25769,1672012800,1,12-132-03,216,80,79
7947,1672012800,0,11-286,5608,3457,5
14788,1672012800,1,12-132,4420,4387,131
350,1672012800,0,11-280,11661,11336,1269
27689,1672012800,1,12-132,6152,4789,345
29742,1671926400,1,12-132,6152,6168,127
33408,1671926400,1,12-1303-01,8595,8371,232
25989,1671926400,1,12-132-03,10016,10364,177
1021,1671926400,0,11-1807-01,8146,8320,164
30399,1671926400,1,12-132,4420,12597,739
21233,1671926400,1,12-1303-01,4420,12597,755
32591,1671926400,1,12-132,4420,12597,779
30486,1671926400,1,12-7023-02,6152,6168,179
29600,1671926400,1,12-132,6152,6168,119
4889,1671926400,0,11-2135-01,12648,12649,290
27158,1671926400,1,12-132,4421,12603,173
28092,1671926400,1,12-132-03,4421,12597,8
20943,1671926400,1,12-9788-01,4421,12597,90
29297,1671926400,1,12-132,3603,3457,476
29797,1671926400,1,12-132,4254,4519,899
25616,1671926400,1,12-132-03,430,392,21
6511,1671926400,0,11-280,2230,2082,429
27883,1671926400,1,12-783,4421,4391,2725
21075,1671926400,1,12-9788-01,8769,10150,1661
20899,1671926400,1,12-9788-01,8769,10150,1671
25162,1671926400,1,12-132,4421,4519,75
29075,1671926400,1,12-295,6152,4789,396
5258,1671926400,0,11-1807-01,10829,10829,342
1864,1671926400,0,11-2135-01,10829,10829,336
8051,1671926400,0,11-286,10829,10829,347
25289,1671926400,1,12-132-03,5275,6279,1154
26448,1671926400,1,12-132,6995,7039,193
10148,1671926400,1,12-132-03,6152,6279,30
28524,1671926400,1,12-132,6152,4789,311
24334,1671926400,1,12-132,4711,4790,160
27046,1671926400,1,12-132-03,6152,6279,116
29724,1671926400,1,12-132,4421,12595,6088
431,1671926400,0,11-280,8584,8584,95
21868,1671926400,1,12-132,4711,5870,419
29021,1671926400,1,12-132,8371,12651,2199
27683,1671926400,1,12-1704-04,6152,6279,96
20890,1671926400,1,12-9788-01,12873,594,81
11785,1671926400,1,12-132,4421,4387,54
27182,1671926400,1,12-132,10016,10507,241
25930,1671926400,1,12-132-03,10049,12651,448
8802,1671840000,0,11-286,5750,5581,535
2240,1671840000,0,11-2135-01,12920,2661,1199
29363,1671840000,1,12-132,3388,12644,1417
11597,1671840000,1,12-9790,3606,8371,1009
28724,1671840000,1,12-9788-01,5722,6794,1756
11119,1671840000,1,12-600-05,6152,6168,159
21127,1671840000,1,12-132,6152,6279,79
27838,1671840000,1,12-132,6152,6279,83
20765,1671840000,1,12-4102,6152,6279,108
28051,1671840000,1,12-132-03,6152,6279,110
6181,1671840000,0,11-276,5750,5581,553
23787,1671840000,1,12-132,12380,11305,6035
26993,1671840000,1,12-132,10829,10364,437
27095,1671840000,1,12-132-03,6152,6279,59
21409,1671840000,1,12-783,6152,6168,138
29370,1671840000,1,12-132,4420,12595,770
25119,1671840000,1,12-1303-01,12393,10364,217
24859,1671840000,1,12-132,6152,6168,141
26914,1671840000,1,12-132,6152,4789,369
20618,1671840000,1,12-4102,6152,4789,332
5728,1671840000,0,11-276,12382,11305,62
23608,1671840000,1,12-132,4420,12603,422
28118,1671840000,1,12-132-03,8769,8769,1674
13997,1671840000,1,12-132,12873,12871,72
13506,1671840000,1,12-132-03,6152,6168,170
11403,1671840000,1,12-132-03,8769,8769,1674
20784,1671840000,1,12-9788-01,12873,1414,86
11266,1671840000,1,12-1704-04,3388,8371,1482
23976,1671840000,1,12-132,8921,12649,1526
28041,1671840000,1,12-132-03,6152,6168,166
22301,1671840000,1,12-132,8769,9196,601
28069,1671840000,1,12-132-03,11412,10364,1454
29169,1671840000,1,12-955,216,211,41
5891,1671840000,0,11-276,12611,5581,217
24196,1671840000,1,12-132,4421,12603,153
25893,1671840000,1,12-132-03,216,211,7
4244,1671840000,0,11-2135-01,11666,11498,583
24748,1671840000,1,12-132,12393,10364,416
28787,1671840000,1,12-9788-01,6152,6168,185
14416,1671840000,1,12-132,9002,8371,1719
33479,1671840000,1,12-1303-01,8769,8371,562
32325,1671840000,1,12-132,4421,12597,23
27496,1671840000,1,12-9766,4420,4519,363
25909,1671840000,1,12-132-03,9973,10364,296
25416,1671840000,1,12-132,6152,4789,376
21316,1671840000,1,12-783,7257,7117,687
29203,1671840000,1,12-4102,10016,10507,292
21345,1671840000,1,12-783,4420,4387,186
14963,1671840000,1,12-132,6153,6279,78
20616,1671753600,1,12-4102,8921,12649,363
21702,1671753600,1,12-132,6152,5870,226
14327,1671753600,1,12-132,6152,5870,306
28573,1671753600,1,12-132,12873,594,20
4228,1671753600,0,11-2135-01,5853,5870,143
29906,1671753600,1,12-132,6152,5870,273
25563,1671753600,1,12-132-03,6995,12626,268
29364,1671753600,1,12-132,6152,5870,235
26165,1671753600,1,12-132,6152,5870,310
11452,1671753600,1,12-132-03,6152,5870,284
28715,1671753600,1,12-9788-01,4421,12597,52
27663,1671753600,1,12-132,6152,5870,315
25636,1671753600,1,12-132-03,6152,5870,234
4308,1671753600,0,11-2135-01,6265,5870,129
24442,1671753600,1,12-1704-04,6152,5870,298
29136,1671753600,1,12-955,155,80,35
33468,1671753600,1,12-1303-01,6152,5870,290
28746,1671753600,1,12-9788-01,6152,5870,316
28304,1671753600,1,12-132-03,6152,5870,265
29030,1671753600,1,12-132,4261,4391,720
27343,1671753600,1,12-132,4421,12597,68
25605,1671753600,1,12-132-03,6669,6669,694
25773,1671753600,1,12-132-03,4420,4386,801
24174,1671753600,1,12-132,6152,6279,34
23899,1671753600,1,12-132,4264,4387,733
29316,1671753600,1,12-132,12387,12651,95
25957,1671753600,1,12-132-03,6152,5960,435
24863,1671753600,1,12-132,6152,6279,107
32565,1671753600,1,12-132,6152,6279,77
17007,1671753600,1,12-7023-02,6152,6279,40
26926,1671753600,1,12-600-02,12387,11305,86
24749,1671753600,1,12-132,6152,6279,32
11155,1671753600,1,12-600-05,4421,4387,38
27709,1671753600,1,12-132,12860,12267,14
21325,1671753600,1,12-7023-02,6152,4790,305
29053,1671753600,1,12-295,10016,10507,231
26206,1671753600,1,12-132-03,12393,10364,171
6384,1671753600,0,11-276,5722,5722,94
27337,1671753600,1,12-132,430,430,16
26943,1671753600,1,12-600-02,8371,12644,97
30739,1671753600,1,12-132,12387,10364,5355
32467,1671753600,1,12-132,6168,4790,209
28662,1671753600,1,12-9788-01,6152,4790,383
15364,1671753600,1,12-132,6168,4790,217
25465,1671753600,1,12-132-03,6152,4790,311
27600,1671753600,1,12-132,11495,10364,1651
29046,1671753600,1,12-4102,162,162,91
25593,1671753600,1,12-132-03,7532,7532,1271
23237,1671753600,1,12-132,4421,12604,7
6563,1671753600,0,11-280,12648,12648,330
6394,1671753600,0,11-276,9546,12647,451
29854,1671753600,1,12-132,4421,12595,6088
4789,1671753600,0,11-9962,5040,12620,378
13964,1671667200,1,12-132,4421,4391,213
23878,1671667200,1,12-132,392,594,18
25463,1671667200,1,12-132-03,4386,4386,710
17044,1671667200,1,12-7023-02,2858,12594,51
4239,1671667200,0,11-2135-01,3256,12594,359
22768,1671667200,1,12-132,10016,10364,193
4051,1671667200,0,11-2135-01,9965,12650,345
24275,1671667200,1,12-1704-04,4261,12603,480
24235,1671667200,1,12-132,3589,3457,449
26149,1671667200,1,12-132-03,9965,10364,303
32092,1671667200,1,12-132,10016,10364,172
4185,1671667200,0,11-2135-01,10175,12650,556
26756,1671667200,1,12-132,4421,4387,52
5944,1671667200,0,11-276,5722,5581,399
28684,1671667200,1,12-9788-01,6152,6168,176
32097,1671667200,1,12-132,6152,6168,149
26103,1671667200,1,12-132-03,4420,4101,236
13159,1671667200,1,12-132-03,4421,4101,78
9095,1671667200,0,11-286,8882,12649,457
29439,1671667200,1,12-132,4421,4519,71
29987,1671667200,1,12-132,12437,10364,5844
33344,1671667200,1,12-1303-01,6151,5870,224
25102,1671667200,1,12-1303-01,6152,6279,53
23638,1671667200,1,12-132,6152,6279,97
30960,1671667200,1,12-132,12387,12267,12
24298,1671667200,1,12-1704-04,12873,12871,21
27102,1671667200,1,12-132-03,12387,11305,24
10182,1671667200,1,12-132-03,12393,11305,89
27149,1671667200,1,12-132,6152,6279,116
24344,1671667200,1,12-132,6152,6279,81
28531,1671667200,1,12-9780,12387,11305,74
29275,1671667200,1,12-132,12393,11305,12
29769,1671667200,1,12-132,6152,6279,27
28218,1671667200,1,12-132,6152,4789,399
23975,1671667200,1,12-132,6152,4790,374
26482,1671667200,1,12-296-01,6152,4789,360
32032,1671667200,1,12-132,4421,4387,44
13768,1671667200,1,12-132,12393,10364,435
10771,1671667200,1,12-132,4420,4391,223
9916,1671667200,1,12-132,4421,4391,2756
12004,1671667200,1,12-132-03,10016,10364,192
33426,1671667200,1,12-1303-01,6152,6168,174
17412,1671667200,1,12-132,6152,6279,74
20905,1671667200,1,12-9788-01,8769,8371,584
7837,1671667200,0,11-286,11666,11464,980
32171,1671667200,1,12-132,9002,8371,1653
6445,1671667200,0,11-276,6736,12647,100
28840,1671667200,1,12-1303-01,7161,7161,354
29379,1671667200,1,12-132,8882,8371,338
418,1671667200,0,11-280,3562,3457,410
17077,1671580800,1,12-7023-02,6152,6168,198
24978,1671580800,1,12-1303-01,10317,10317,165
8259,1671580800,0,11-286,10375,10364,81
14825,1671580800,1,12-132,8769,8769,1673
207,1671580800,0,11-280,11510,10364,1790
4025,1671580800,0,11-9962,12648,12649,289
25074,1671580800,1,12-132,6152,4789,390
29218,1671580800,1,12-4102,10386,10364,111
29473,1671580800,1,12-132,6152,4789,396
28843,1671580800,1,12-1303-01,6152,6279,116
28532,1671580800,1,12-9780,6152,6279,55
23936,1671580800,1,12-132,6152,6279,96
21893,1671580800,1,12-132,6152,6279,27
4711,1671580800,0,11-2135-01,12612,5581,714
25164,1671580800,1,12-132,4421,4387,24
27196,1671580800,1,12-132,8371,12644,129
21212,1671580800,1,12-1303-01,8921,8769,293
30272,1671580800,1,12-132,10016,10364,261
25924,1671580800,1,12-132-03,10386,10364,112
24241,1671580800,1,12-132,10480,10364,342
26627,1671580800,1,12-132,12941,12629,33
26518,1671580800,1,12-783,10016,10507,238
29915,1671580800,1,12-132,6152,5870,305
29338,1671580800,1,12-132,8585,8371,221
4425,1671580800,0,11-9962,12648,12648,341
13834,1671580800,1,12-132,6995,6876,225
29647,1671580800,1,12-132,6995,6876,220
4367,1671580800,0,11-2135-01,12648,12649,272
14115,1671580800,1,12-132,6152,5870,234
27049,1671580800,1,12-132-03,10016,12651,276
29074,1671580800,1,12-295,4420,4387,176
23959,1671580800,1,12-132,4420,4387,198
10647,1671580800,1,12-7023-02,11412,10364,1397
27215,1671580800,1,12-132,12651,10364,113
1870,1671580800,0,11-2135-01,4943,4943,310
25518,1671580800,1,12-132-03,6152,6279,44
33400,1671580800,1,12-1303-01,6152,5870,260
19259,1671580800,0,11-286,12382,10364,198
28019,1671580800,1,12-132-03,6152,5870,229
15442,1671580800,1,12-132,5250,4700,1180
20881,1671580800,1,12-9788-01,6152,6279,115
20749,1671580800,1,12-4102,4420,4391,158
29919,1671580800,1,12-132,6152,4789,381
366,1671580800,0,11-280,5352,5269,3
26613,1671580800,1,12-132,4247,12603,1169
28898,1671580800,1,12-295,4420,4391,146
14719,1671580800,1,12-132,10389,10389,102
23802,1671580800,1,12-132,434,1414,70
21649,1671580800,1,12-132,12393,10364,137
4361,1671580800,0,11-2135-01,12329,12212,5864
1873,1671580800,0,11-2135-01,5230,5229,63
29741,1671580800,1,12-132,6152,5870,293
21317,1671580800,1,12-783,8769,12649,553
29311,1671580800,1,12-132,6152,5870,308
24315,1671580800,1,12-1704-04,6152,4789,365
7441,1671580800,0,11-286,8921,12648,35
28863,1671580800,1,12-1303-01,9841,10150,686
26113,1671494400,1,12-132-03,599,392,98
14716,1671494400,1,12-132,12393,10364,200
1877,1671494400,0,11-2135-01,12380,10364,6051
3053,1671494400,0,11-1807-01,10628,10951,424
21214,1671494400,1,12-1303-01,6995,6876,224
26639,1671494400,1,12-132,4970,5295,470
14661,1671494400,1,12-132,10510,10507,73
20972,1671494400,1,12-9788-01,498,392,72
30249,1671494400,1,12-132,12387,11305,9
28831,1671494400,1,12-1303-01,6152,4790,307
