,wagnum,month,target_month,target_day
8691,31951,2023-03-01,1,1
8692,31952,2023-03-01,1,1
8693,31959,2023-03-01,1,1
8694,31961,2023-03-01,1,1
8695,31964,2023-03-01,1,1
8696,31969,2023-03-01,1,1
8697,31973,2023-03-01,1,1
8698,31976,2023-03-01,1,1
8699,31979,2023-03-01,1,1
8700,31982,2023-03-01,1,1
8701,31984,2023-03-01,1,1
8702,31990,2023-03-01,1,1
8703,31992,2023-03-01,1,1
8704,31994,2023-03-01,1,1
8705,31996,2023-03-01,1,1
8706,31997,2023-03-01,1,1
8707,32000,2023-03-01,1,1
8708,30409,2023-03-01,1,1
8709,30413,2023-03-01,1,1
8710,30414,2023-03-01,1,1
8711,30417,2023-03-01,1,1
8712,30418,2023-03-01,1,1
8713,31430,2023-03-01,1,1
8714,31431,2023-03-01,1,1
8715,31437,2023-03-01,1,1
8716,31439,2023-03-01,1,1
8717,31441,2023-03-01,1,1
8718,31442,2023-03-01,1,1
8719,31448,2023-03-01,1,1
8720,31449,2023-03-01,1,1
8721,31451,2023-03-01,1,1
8722,31457,2023-03-01,1,1
8723,31460,2023-03-01,1,1
8724,31461,2023-03-01,1,1
8725,31463,2023-03-01,1,1
8726,31467,2023-03-01,1,1
8727,31470,2023-03-01,1,1
8728,31471,2023-03-01,1,1
8729,31474,2023-03-01,1,1
8730,31475,2023-03-01,1,1
8731,30743,2023-03-01,1,1
8732,30745,2023-03-01,1,1
8733,30747,2023-03-01,1,1
8734,30749,2023-03-01,1,1
8735,30750,2023-03-01,1,1
8736,30752,2023-03-01,1,1
8737,30753,2023-03-01,1,1
8738,30755,2023-03-01,1,1
8739,30756,2023-03-01,1,1
8740,31233,2023-03-01,1,1
8741,31234,2023-03-01,1,1
8742,31236,2023-03-01,1,1
8743,31237,2023-03-01,1,1
8744,31239,2023-03-01,1,1
8745,31240,2023-03-01,1,1
8746,31242,2023-03-01,1,1
8747,31244,2023-03-01,1,1
8748,31246,2023-03-01,1,1
8749,31247,2023-03-01,1,1
8750,31255,2023-03-01,1,1
8751,31477,2023-03-01,1,1
8752,31478,2023-03-01,1,1
8753,31481,2023-03-01,1,1
8754,31483,2023-03-01,1,1
8755,31484,2023-03-01,1,1
8756,31489,2023-03-01,1,1
8757,31491,2023-03-01,1,1
8758,31494,2023-03-01,1,1
8759,31496,2023-03-01,1,1
8760,31497,2023-03-01,1,1
8761,31501,2023-03-01,1,1
8762,31503,2023-03-01,1,1
8763,31505,2023-03-01,1,1
8764,31508,2023-03-01,1,1
8765,31512,2023-03-01,1,1
8766,31520,2023-03-01,1,1
8767,31523,2023-03-01,1,1
8768,31527,2023-03-01,1,1
8769,31528,2023-03-01,1,1
8770,31531,2023-03-01,1,1
8771,31532,2023-03-01,1,1
8772,31535,2023-03-01,1,1
8773,31258,2023-03-01,1,1
8774,31261,2023-03-01,1,1
8775,31263,2023-03-01,1,1
8776,31269,2023-03-01,1,1
8777,31271,2023-03-01,1,1
8778,31274,2023-03-01,1,1
8779,31276,2023-03-01,1,1
8780,31279,2023-03-01,1,1
8781,31282,2023-03-01,1,1
8782,31287,2023-03-01,1,1
8783,31289,2023-03-01,1,1
8784,31291,2023-03-01,1,1
8785,31292,2023-03-01,1,1
8786,31294,2023-03-01,1,1
8787,31295,2023-03-01,1,1
8788,31300,2023-03-01,1,1
8789,31302,2023-03-01,1,1
8790,31304,2023-03-01,1,1
8791,31306,2023-03-01,1,1
8792,31308,2023-03-01,1,1
8793,31309,2023-03-01,1,1
8794,31312,2023-03-01,1,1
8795,31313,2023-03-01,1,1
8796,31315,2023-03-01,1,1
8797,31316,2023-03-01,1,1
8798,31318,2023-03-01,1,1
8799,31320,2023-03-01,1,1
8800,31326,2023-03-01,1,1
8801,31329,2023-03-01,1,1
8802,30587,2023-03-01,1,1
8803,30588,2023-03-01,1,1
8804,30590,2023-03-01,1,1
8805,30591,2023-03-01,1,1
8806,30595,2023-03-01,1,1
8807,30599,2023-03-01,1,1
8808,29956,2023-03-01,1,1
8809,29958,2023-03-01,1,1
8810,30600,2023-03-01,1,1
8811,30604,2023-03-01,1,1
8812,30608,2023-03-01,1,1
8813,30610,2023-03-01,1,1
8814,30611,2023-03-01,1,1
8815,30613,2023-03-01,1,1
8816,30615,2023-03-01,1,1
8817,30619,2023-03-01,1,1
8818,30624,2023-03-01,1,1
8819,30627,2023-03-01,1,1
8820,30628,2023-03-01,1,1
8821,30636,2023-03-01,1,1
8822,30638,2023-03-01,1,1
8823,30645,2023-03-01,1,1
8824,30646,2023-03-01,1,1
8825,30647,2023-03-01,1,1
8826,30650,2023-03-01,1,1
8827,30652,2023-03-01,1,1
8828,30653,2023-03-01,1,1
8829,30655,2023-03-01,1,1
8830,30656,2023-03-01,1,1
8831,30659,2023-03-01,1,1
8832,30661,2023-03-01,1,1
8833,30680,2023-03-01,1,1
8834,30684,2023-03-01,1,1
8835,30685,2023-03-01,1,1
8836,30687,2023-03-01,1,1
8837,30689,2023-03-01,1,1
8838,30692,2023-03-01,1,1
8839,30693,2023-03-01,1,1
8840,30697,2023-03-01,1,1
8841,30699,2023-03-01,1,1
8842,30706,2023-03-01,1,1
8843,30708,2023-03-01,1,1
8844,30444,2023-03-01,1,1
8845,30446,2023-03-01,1,1
8846,30447,2023-03-01,1,1
8847,30449,2023-03-01,1,1
8848,30450,2023-03-01,1,1
8849,31537,2023-03-01,1,1
8850,31538,2023-03-01,1,1
8851,31541,2023-03-01,1,1
8852,31543,2023-03-01,1,1
8853,31547,2023-03-01,1,1
8854,31548,2023-03-01,1,1
8855,31551,2023-03-01,1,1
8856,31559,2023-03-01,1,1
8857,31561,2023-03-01,1,1
8858,31565,2023-03-01,1,1
8859,31568,2023-03-01,1,1
8860,29960,2023-03-01,1,1
8861,29965,2023-03-01,1,1
8862,29968,2023-03-01,1,1
8863,29971,2023-03-01,1,1
8864,29972,2023-03-01,1,1
8865,31570,2023-03-01,1,1
8866,31571,2023-03-01,1,1
8867,31573,2023-03-01,1,1
8868,31574,2023-03-01,1,1
8869,31577,2023-03-01,1,1
8870,31580,2023-03-01,1,1
8871,31581,2023-03-01,1,1
8872,31585,2023-03-01,1,1
8873,31586,2023-03-01,1,1
8874,31589,2023-03-01,1,1
8875,31591,2023-03-01,1,1
8876,31595,2023-03-01,1,1
8877,31601,2023-03-01,1,1
8878,31606,2023-03-01,1,1
8879,31608,2023-03-01,1,1
8880,31610,2023-03-01,1,1
8881,31612,2023-03-01,1,1
8882,31616,2023-03-01,1,1
8883,31620,2023-03-01,1,1
8884,31622,2023-03-01,1,1
8885,31623,2023-03-01,1,1
8886,31626,2023-03-01,1,1
8887,31336,2023-03-01,1,1
8888,31339,2023-03-01,1,1
8889,31631,2023-03-01,1,1
8890,31633,2023-03-01,1,1
8891,31637,2023-03-01,1,1
8892,31639,2023-03-01,1,1
8893,31344,2023-03-01,1,1
8894,31349,2023-03-01,1,1
8895,31353,2023-03-01,1,1
8896,31354,2023-03-01,1,1
8897,31358,2023-03-01,1,1
8898,31360,2023-03-01,1,1
8899,31362,2023-03-01,1,1
8900,31363,2023-03-01,1,1
8901,31365,2023-03-01,1,1
8902,31366,2023-03-01,1,1
8903,31369,2023-03-01,1,1
8904,31370,2023-03-01,1,1
8905,31375,2023-03-01,1,1
8906,31378,2023-03-01,1,1
8907,31382,2023-03-01,1,1
8908,31383,2023-03-01,1,1
8909,31386,2023-03-01,1,1
8910,31390,2023-03-01,1,1
8911,31391,2023-03-01,1,1
8912,31395,2023-03-01,1,1
8913,31396,2023-03-01,1,1
8914,31398,2023-03-01,1,1
8915,31127,2023-03-01,1,1
8916,31129,2023-03-01,1,1
8917,31132,2023-03-01,1,1
8918,31133,2023-03-01,1,1
8919,31136,2023-03-01,1,1
8920,31137,2023-03-01,1,1
8921,31139,2023-03-01,1,1
8922,31400,2023-03-01,1,1
8923,31405,2023-03-01,1,1
8924,31407,2023-03-01,1,1
8925,31408,2023-03-01,1,1
8926,31411,2023-03-01,1,1
8927,31416,2023-03-01,1,1
8928,31421,2023-03-01,1,1
8929,31425,2023-03-01,1,1
8930,31426,2023-03-01,1,1
8931,31428,2023-03-01,1,1
8932,30716,2023-03-01,1,1
8933,30717,2023-03-01,1,1
8934,30718,2023-03-01,1,1
8935,30719,2023-03-01,1,1
8936,30720,2023-03-01,1,1
8937,30721,2023-03-01,1,1
8938,30722,2023-03-01,1,1
8939,31142,2023-03-01,1,1
8940,31145,2023-03-01,1,1
8941,31149,2023-03-01,1,1
8942,31153,2023-03-01,1,1
8943,31154,2023-03-01,1,1
8944,31155,2023-03-01,1,1
8945,31159,2023-03-01,1,1
8946,31161,2023-03-01,1,1
8947,31166,2023-03-01,1,1
8948,31167,2023-03-01,1,1
8949,31172,2023-03-01,1,1
8950,31175,2023-03-01,1,1
8951,31180,2023-03-01,1,1
8952,31182,2023-03-01,1,1
8953,31185,2023-03-01,1,1
8954,31188,2023-03-01,1,1
8955,31192,2023-03-01,1,1
8956,31197,2023-03-01,1,1
8957,31199,2023-03-01,1,1
8958,31201,2023-03-01,1,1
8959,31204,2023-03-01,1,1
8960,30453,2023-03-01,1,1
8961,30454,2023-03-01,1,1
8962,30457,2023-03-01,1,1
8963,30459,2023-03-01,1,1
8964,30463,2023-03-01,1,1
8965,30464,2023-03-01,1,1
8966,30466,2023-03-01,1,1
8967,30467,2023-03-01,1,1
8968,30472,2023-03-01,1,1
8969,30473,2023-03-01,1,1
8970,30476,2023-03-01,1,1
8971,30481,2023-03-01,1,1
8972,30728,2023-03-01,1,1
8973,30729,2023-03-01,1,1
8974,30731,2023-03-01,1,1
8975,30734,2023-03-01,1,1
8976,30736,2023-03-01,1,1
8977,30739,2023-03-01,1,1
8978,30740,2023-03-01,1,1
8979,31209,2023-03-01,1,1
8980,31212,2023-03-01,1,1
8981,31213,2023-03-01,1,1
8982,31219,2023-03-01,1,1
8983,31226,2023-03-01,1,1
8984,31227,2023-03-01,1,1
8985,31231,2023-03-01,1,1
8986,30486,2023-03-01,1,1
8987,30492,2023-03-01,1,1
8988,30497,2023-03-01,1,1
8989,30503,2023-03-01,1,1
8990,30504,2023-03-01,1,1
8991,30511,2023-03-01,1,1
8992,30516,2023-03-01,1,1
8993,30519,2023-03-01,1,1
8994,30521,2023-03-01,1,1
8995,30522,2023-03-01,1,1
8996,30527,2023-03-01,1,1
8997,30531,2023-03-01,1,1
8998,30534,2023-03-01,1,1
8999,30538,2023-03-01,1,1
9000,30540,2023-03-01,1,1
9001,30543,2023-03-01,1,1
9002,30547,2023-03-01,1,1
9003,30549,2023-03-01,1,1
9004,30551,2023-03-01,1,1
9005,30553,2023-03-01,1,1
9006,30556,2023-03-01,1,1
9007,30557,2023-03-01,1,1
9008,30559,2023-03-01,1,1
9009,30565,2023-03-01,1,1
9010,30567,2023-03-01,1,1
9011,30570,2023-03-01,1,1
9012,30575,2023-03-01,1,1
9013,30579,2023-03-01,1,1
9014,30582,2023-03-01,1,1
9015,30584,2023-03-01,1,1
9016,31641,2023-03-01,1,1
9017,31645,2023-03-01,1,1
9018,31647,2023-03-01,1,1
9019,31654,2023-03-01,1,1
9020,31655,2023-03-01,1,1
9021,31658,2023-03-01,1,1
9022,31659,2023-03-01,1,1
9023,31661,2023-03-01,1,1
9024,31662,2023-03-01,1,1
9025,31664,2023-03-01,1,1
9026,31669,2023-03-01,1,1
9027,31670,2023-03-01,1,1
9028,31675,2023-03-01,1,1
9029,31677,2023-03-01,1,1
9030,31678,2023-03-01,1,1
9031,31683,2023-03-01,1,1
9032,31687,2023-03-01,1,1
9033,31689,2023-03-01,1,1
9034,31694,2023-03-01,1,1
9035,31695,2023-03-01,1,1
9036,31699,2023-03-01,1,1
9037,31702,2023-03-01,1,1
9038,31703,2023-03-01,1,1
9039,17362,2023-03-01,1,1
9040,17451,2023-03-01,1,1
9041,17630,2023-03-01,1,1
9042,17770,2023-03-01,1,1
9043,17967,2023-03-01,1,1
9044,18147,2023-03-01,1,1
9045,18158,2023-03-01,1,1
9046,18207,2023-03-01,1,1
9047,18342,2023-03-01,1,1
9048,18352,2023-03-01,1,1
9049,18418,2023-03-01,1,1
9050,18423,2023-03-01,1,1
9051,19127,2023-03-01,1,1
9052,31707,2023-03-01,1,1
9053,30015,2023-03-01,1,1
9054,30811,2023-03-01,1,1
9055,30819,2023-03-01,1,1
9056,30821,2023-03-01,1,1
9057,30822,2023-03-01,1,1
9058,30824,2023-03-01,1,1
9059,30826,2023-03-01,1,1
9060,30020,2023-03-01,1,1
9061,30024,2023-03-01,1,1
9062,30025,2023-03-01,1,1
9063,30029,2023-03-01,1,1
9064,30031,2023-03-01,1,1
9065,30036,2023-03-01,1,1
9066,30039,2023-03-01,1,1
9067,30041,2023-03-01,1,1
9068,30044,2023-03-01,1,1
9069,30048,2023-03-01,1,1
9070,30052,2023-03-01,1,1
9071,30053,2023-03-01,1,1
9072,30056,2023-03-01,1,1
9073,30057,2023-03-01,1,1
9074,30059,2023-03-01,1,1
9075,30060,2023-03-01,1,1
9076,30063,2023-03-01,1,1
9077,30066,2023-03-01,1,1
9078,30067,2023-03-01,1,1
9079,30828,2023-03-01,1,1
9080,30829,2023-03-01,1,1
9081,30830,2023-03-01,1,1
9082,30834,2023-03-01,1,1
9083,30837,2023-03-01,1,1
9084,30842,2023-03-01,1,1
9085,30843,2023-03-01,1,1
9086,30846,2023-03-01,1,1
9087,30847,2023-03-01,1,1
9088,30850,2023-03-01,1,1
9089,30853,2023-03-01,1,1
9090,30854,2023-03-01,1,1
9091,30856,2023-03-01,1,1
9092,30857,2023-03-01,1,1
9093,30859,2023-03-01,1,1
9094,30070,2023-03-01,1,1
9095,30073,2023-03-01,1,1
9096,30074,2023-03-01,1,1
9097,30080,2023-03-01,1,1
9098,30082,2023-03-01,1,1
9099,30084,2023-03-01,1,1
9100,30091,2023-03-01,1,1
9101,30092,2023-03-01,1,1
9102,30094,2023-03-01,1,1
9103,30099,2023-03-01,1,1
9104,30101,2023-03-01,1,1
9105,30106,2023-03-01,1,1
9106,30110,2023-03-01,1,1
9107,30111,2023-03-01,1,1
9108,30113,2023-03-01,1,1
9109,30114,2023-03-01,1,1
9110,30117,2023-03-01,1,1
9111,30118,2023-03-01,1,1
9112,30122,2023-03-01,1,1
9113,30861,2023-03-01,1,1
9114,30864,2023-03-01,1,1
9115,30865,2023-03-01,1,1
9116,30875,2023-03-01,1,1
9117,30879,2023-03-01,1,1
9118,31791,2023-03-01,1,1
9119,31803,2023-03-01,1,1
9120,31807,2023-03-01,1,1
9121,31808,2023-03-01,1,1
9122,31812,2023-03-01,1,1
9123,31813,2023-03-01,1,1
9124,31820,2023-03-01,1,1
9125,31824,2023-03-01,1,1
9126,10868,2023-03-01,1,1
9127,11023,2023-03-01,1,1
9128,11076,2023-03-01,1,1
9129,11255,2023-03-01,1,1
9130,26302,2023-03-01,1,1
9131,26948,2023-03-01,1,1
9132,31827,2023-03-01,1,1
9133,31829,2023-03-01,1,1
9134,31834,2023-03-01,1,1
9135,31835,2023-03-01,1,1
9136,31839,2023-03-01,1,1
9137,31840,2023-03-01,1,1
9138,31845,2023-03-01,1,1
9139,31846,2023-03-01,1,1
9140,31848,2023-03-01,1,1
9141,30367,2023-03-01,1,1
9142,30370,2023-03-01,1,1
9143,30371,2023-03-01,1,1
9144,30373,2023-03-01,1,1
9145,30376,2023-03-01,1,1
9146,30382,2023-03-01,1,1
9147,30383,2023-03-01,1,1
9148,11390,2023-03-01,1,1
9149,11429,2023-03-01,1,1
9150,11548,2023-03-01,1,1
9151,11615,2023-03-01,1,1
9152,11658,2023-03-01,1,1
9153,11769,2023-03-01,1,1
9154,11857,2023-03-01,1,1
9155,11925,2023-03-01,1,1
9156,11942,2023-03-01,1,1
9157,12066,2023-03-01,1,1
9158,12132,2023-03-01,1,1
9159,12197,2023-03-01,1,1
9160,12378,2023-03-01,1,1
9161,12382,2023-03-01,1,1
9162,12392,2023-03-01,1,1
9163,12728,2023-03-01,1,1
9164,12785,2023-03-01,1,1
9165,12789,2023-03-01,1,1
9166,13031,2023-03-01,1,1
9167,13257,2023-03-01,1,1
9168,13286,2023-03-01,1,1
9169,19935,2023-03-01,1,1
9170,19952,2023-03-01,1,1
9171,24639,2023-03-01,1,1
9172,24687,2023-03-01,1,1
9173,30762,2023-03-01,1,1
9174,30768,2023-03-01,1,1
9175,30770,2023-03-01,1,1
9176,30771,2023-03-01,1,1
9177,30386,2023-03-01,1,1
9178,30389,2023-03-01,1,1
9179,30393,2023-03-01,1,1
9180,30397,2023-03-01,1,1
9181,30400,2023-03-01,1,1
9182,30402,2023-03-01,1,1
9183,13349,2023-03-01,1,1
9184,13510,2023-03-01,1,1
9185,13557,2023-03-01,1,1
9186,13586,2023-03-01,1,1
9187,13588,2023-03-01,1,1
9188,13703,2023-03-01,1,1
9189,13925,2023-03-01,1,1
9190,14009,2023-03-01,1,1
9191,14044,2023-03-01,1,1
9192,14265,2023-03-01,1,1
9193,14266,2023-03-01,1,1
9194,14298,2023-03-01,1,1
9195,14451,2023-03-01,1,1
9196,21734,2023-03-01,1,1
9197,27068,2023-03-01,1,1
9198,10722,2023-03-01,1,1
9199,10753,2023-03-01,1,1
9200,11218,2023-03-01,1,1
9201,31709,2023-03-01,1,1
9202,30123,2023-03-01,1,1
9203,30129,2023-03-01,1,1
9204,30133,2023-03-01,1,1
9205,30134,2023-03-01,1,1
9206,30136,2023-03-01,1,1
9207,22197,2023-03-01,1,1
9208,22253,2023-03-01,1,1
9209,22839,2023-03-01,1,1
9210,22877,2023-03-01,1,1
9211,23168,2023-03-01,1,1
9212,11260,2023-03-01,1,1
9213,12087,2023-03-01,1,1
9214,12427,2023-03-01,1,1
9215,12476,2023-03-01,1,1
9216,12755,2023-03-01,1,1
9217,12775,2023-03-01,1,1
9218,13238,2023-03-01,1,1
9219,13855,2023-03-01,1,1
9220,14017,2023-03-01,1,1
9221,14852,2023-03-01,1,1
9222,15135,2023-03-01,1,1
9223,15477,2023-03-01,1,1
9224,15633,2023-03-01,1,1
9225,15666,2023-03-01,1,1
9226,15843,2023-03-01,1,1
9227,15909,2023-03-01,1,1
9228,30137,2023-03-01,1,1
9229,30140,2023-03-01,1,1
9230,30142,2023-03-01,1,1
9231,30145,2023-03-01,1,1
9232,30147,2023-03-01,1,1
9233,30149,2023-03-01,1,1
9234,30150,2023-03-01,1,1
9235,30152,2023-03-01,1,1
9236,30153,2023-03-01,1,1
9237,30155,2023-03-01,1,1
9238,30156,2023-03-01,1,1
9239,30158,2023-03-01,1,1
9240,30164,2023-03-01,1,1
9241,30165,2023-03-01,1,1
9242,30168,2023-03-01,1,1
9243,30170,2023-03-01,1,1
9244,30172,2023-03-01,1,1
9245,30173,2023-03-01,1,1
9246,30176,2023-03-01,1,1
9247,30181,2023-03-01,1,1
9248,30185,2023-03-01,1,1
9249,30186,2023-03-01,1,1
9250,24419,2023-03-01,1,1
9251,1664,2023-03-01,1,1
9252,1861,2023-03-01,1,1
9253,1993,2023-03-01,1,1
9254,2181,2023-03-01,1,1
9255,2326,2023-03-01,1,1
9256,2364,2023-03-01,1,1
9257,2383,2023-03-01,1,1
9258,16652,2023-03-01,1,1
9259,16928,2023-03-01,1,1
9260,17140,2023-03-01,1,1
9261,17517,2023-03-01,1,1
9262,17997,2023-03-01,1,1
9263,19542,2023-03-01,1,1
9264,19834,2023-03-01,1,1
9265,19859,2023-03-01,1,1
9266,19182,2023-03-01,1,1
9267,19266,2023-03-01,1,1
9268,19297,2023-03-01,1,1
9269,19343,2023-03-01,1,1
9270,19380,2023-03-01,1,1
9271,19460,2023-03-01,1,1
9272,19521,2023-03-01,1,1
9273,19639,2023-03-01,1,1
9274,19649,2023-03-01,1,1
9275,30197,2023-03-01,1,1
9276,30203,2023-03-01,1,1
9277,30207,2023-03-01,1,1
9278,30208,2023-03-01,1,1
9279,30211,2023-03-01,1,1
9280,30212,2023-03-01,1,1
9281,30215,2023-03-01,1,1
9282,30218,2023-03-01,1,1
9283,30219,2023-03-01,1,1
9284,30223,2023-03-01,1,1
9285,30224,2023-03-01,1,1
9286,30226,2023-03-01,1,1
9287,30227,2023-03-01,1,1
9288,30233,2023-03-01,1,1
9289,30236,2023-03-01,1,1
9290,30237,2023-03-01,1,1
9291,30239,2023-03-01,1,1
9292,30240,2023-03-01,1,1
9293,30242,2023-03-01,1,1
9294,30243,2023-03-01,1,1
9295,30884,2023-03-01,1,1
9296,30885,2023-03-01,1,1
9297,30888,2023-03-01,1,1
9298,30889,2023-03-01,1,1
9299,30891,2023-03-01,1,1
9300,30898,2023-03-01,1,1
9301,30899,2023-03-01,1,1
9302,30910,2023-03-01,1,1
9303,30912,2023-03-01,1,1
9304,30913,2023-03-01,1,1
9305,30915,2023-03-01,1,1
9306,30916,2023-03-01,1,1
9307,30920,2023-03-01,1,1
9308,30921,2023-03-01,1,1
9309,30932,2023-03-01,1,1
9310,30939,2023-03-01,1,1
9311,30941,2023-03-01,1,1
9312,19748,2023-03-01,1,1
9313,19771,2023-03-01,1,1
9314,30943,2023-03-01,1,1
9315,30945,2023-03-01,1,1
9316,30946,2023-03-01,1,1
9317,30948,2023-03-01,1,1
9318,30949,2023-03-01,1,1
9319,30953,2023-03-01,1,1
9320,30954,2023-03-01,1,1
9321,30956,2023-03-01,1,1
9322,30961,2023-03-01,1,1
9323,30965,2023-03-01,1,1
9324,30968,2023-03-01,1,1
9325,30969,2023-03-01,1,1
9326,30973,2023-03-01,1,1
9327,30979,2023-03-01,1,1
9328,30980,2023-03-01,1,1
9329,30983,2023-03-01,1,1
9330,30984,2023-03-01,1,1
9331,30987,2023-03-01,1,1
9332,30988,2023-03-01,1,1
9333,30991,2023-03-01,1,1
9334,30995,2023-03-01,1,1
9335,14473,2023-03-01,1,1
9336,14542,2023-03-01,1,1
9337,14555,2023-03-01,1,1
9338,14627,2023-03-01,1,1
9339,14786,2023-03-01,1,1
9340,14811,2023-03-01,1,1
9341,14893,2023-03-01,1,1
9342,15091,2023-03-01,1,1
9343,15237,2023-03-01,1,1
9344,15357,2023-03-01,1,1
9345,15406,2023-03-01,1,1
9346,15494,2023-03-01,1,1
9347,15611,2023-03-01,1,1
9348,15729,2023-03-01,1,1
9349,15741,2023-03-01,1,1
9350,15822,2023-03-01,1,1
9351,15892,2023-03-01,1,1
9352,15934,2023-03-01,1,1
9353,16156,2023-03-01,1,1
9354,30773,2023-03-01,1,1
9355,30779,2023-03-01,1,1
9356,31001,2023-03-01,1,1
9357,31849,2023-03-01,1,1
9358,31852,2023-03-01,1,1
9359,31853,2023-03-01,1,1
9360,31856,2023-03-01,1,1
9361,31859,2023-03-01,1,1
9362,31860,2023-03-01,1,1
9363,31862,2023-03-01,1,1
9364,31863,2023-03-01,1,1
9365,31864,2023-03-01,1,1
9366,31865,2023-03-01,1,1
9367,31866,2023-03-01,1,1
9368,31870,2023-03-01,1,1
9369,31876,2023-03-01,1,1
9370,31880,2023-03-01,1,1
9371,31882,2023-03-01,1,1
9372,16208,2023-03-01,1,1
9373,16232,2023-03-01,1,1
9374,16234,2023-03-01,1,1
9375,16300,2023-03-01,1,1
9376,29976,2023-03-01,1,1
9377,29979,2023-03-01,1,1
9378,29980,2023-03-01,1,1
9379,29982,2023-03-01,1,1
9380,29984,2023-03-01,1,1
9381,30781,2023-03-01,1,1
9382,30783,2023-03-01,1,1
9383,30784,2023-03-01,1,1
9384,30786,2023-03-01,1,1
9385,30788,2023-03-01,1,1
9386,30789,2023-03-01,1,1
9387,30791,2023-03-01,1,1
9388,30794,2023-03-01,1,1
9389,30799,2023-03-01,1,1
9390,30800,2023-03-01,1,1
9391,30801,2023-03-01,1,1
9392,30803,2023-03-01,1,1
9393,31883,2023-03-01,1,1
9394,31885,2023-03-01,1,1
9395,31886,2023-03-01,1,1
9396,31888,2023-03-01,1,1
9397,31890,2023-03-01,1,1
9398,31892,2023-03-01,1,1
9399,31895,2023-03-01,1,1
9400,31897,2023-03-01,1,1
9401,31903,2023-03-01,1,1
9402,24433,2023-03-01,1,1
9403,24473,2023-03-01,1,1
9404,24496,2023-03-01,1,1
9405,29986,2023-03-01,1,1
9406,29989,2023-03-01,1,1
9407,29992,2023-03-01,1,1
9408,29995,2023-03-01,1,1
9409,29998,2023-03-01,1,1
9410,30002,2023-03-01,1,1
9411,30003,2023-03-01,1,1
9412,31715,2023-03-01,1,1
9413,31717,2023-03-01,1,1
9414,31718,2023-03-01,1,1
9415,31721,2023-03-01,1,1
9416,31728,2023-03-01,1,1
9417,31729,2023-03-01,1,1
9418,31732,2023-03-01,1,1
9419,31737,2023-03-01,1,1
9420,31740,2023-03-01,1,1
9421,31742,2023-03-01,1,1
9422,31744,2023-03-01,1,1
9423,31745,2023-03-01,1,1
9424,31747,2023-03-01,1,1
9425,31749,2023-03-01,1,1
9426,31750,2023-03-01,1,1
9427,31752,2023-03-01,1,1
9428,31754,2023-03-01,1,1
9429,31757,2023-03-01,1,1
9430,31760,2023-03-01,1,1
9431,24719,2023-03-01,1,1
9432,24767,2023-03-01,1,1
9433,30004,2023-03-01,1,1
9434,30009,2023-03-01,1,1
9435,30011,2023-03-01,1,1
9436,30014,2023-03-01,1,1
9437,30422,2023-03-01,1,1
9438,30423,2023-03-01,1,1
9439,30429,2023-03-01,1,1
9440,30431,2023-03-01,1,1
9441,31762,2023-03-01,1,1
9442,31763,2023-03-01,1,1
9443,31764,2023-03-01,1,1
9444,31765,2023-03-01,1,1
9445,31768,2023-03-01,1,1
9446,31770,2023-03-01,1,1
9447,31772,2023-03-01,1,1
9448,31776,2023-03-01,1,1
9449,31779,2023-03-01,1,1
9450,31781,2023-03-01,1,1
9451,31786,2023-03-01,1,1
9452,30245,2023-03-01,1,1
9453,30248,2023-03-01,1,1
9454,30253,2023-03-01,1,1
9455,30254,2023-03-01,1,1
9456,30257,2023-03-01,1,1
9457,30258,2023-03-01,1,1
9458,30261,2023-03-01,1,1
9459,30262,2023-03-01,1,1
9460,7885,2023-03-01,1,1
9461,7908,2023-03-01,1,1
9462,7936,2023-03-01,1,1
9463,8028,2023-03-01,1,1
9464,8045,2023-03-01,1,1
9465,8072,2023-03-01,1,1
9466,24820,2023-03-01,1,1
9467,25295,2023-03-01,1,1
9468,25342,2023-03-01,1,1
9469,30435,2023-03-01,1,1
9470,30437,2023-03-01,1,1
9471,30439,2023-03-01,1,1
9472,30440,2023-03-01,1,1
9473,30264,2023-03-01,1,1
9474,30266,2023-03-01,1,1
9475,30273,2023-03-01,1,1
9476,30276,2023-03-01,1,1
9477,30278,2023-03-01,1,1
9478,30282,2023-03-01,1,1
9479,30283,2023-03-01,1,1
9480,30286,2023-03-01,1,1
9481,30293,2023-03-01,1,1
9482,30294,2023-03-01,1,1
9483,30297,2023-03-01,1,1
9484,30302,2023-03-01,1,1
9485,30304,2023-03-01,1,1
9486,30305,2023-03-01,1,1
9487,30308,2023-03-01,1,1
9488,30309,2023-03-01,1,1
9489,30312,2023-03-01,1,1
9490,30318,2023-03-01,1,1
9491,30319,2023-03-01,1,1
9492,30322,2023-03-01,1,1
9493,30323,2023-03-01,1,1
9494,30328,2023-03-01,1,1
9495,8198,2023-03-01,1,1
9496,8444,2023-03-01,1,1
9497,8467,2023-03-01,1,1
9498,8826,2023-03-01,1,1
9499,8831,2023-03-01,1,1
9500,8970,2023-03-01,1,1
9501,8971,2023-03-01,1,1
9502,9000,2023-03-01,1,1
9503,9040,2023-03-01,1,1
9504,9053,2023-03-01,1,1
9505,9102,2023-03-01,1,1
9506,9114,2023-03-01,1,1
9507,9233,2023-03-01,1,1
9508,9243,2023-03-01,1,1
9509,9397,2023-03-01,1,1
9510,9407,2023-03-01,1,1
9511,9458,2023-03-01,1,1
9512,9651,2023-03-01,1,1
